Date,Day_of_Week,Is_Weekend,Year,Month,MonthName,Web_TotalUsers,Web_Sessions,Web_PageViews,Web_EngagedSessions,Web_NewUsers,Web_ReturningUsers,Web_EngagementRate,Web_BounceRate,Acq_New_users,Acq_Returning_users,Acq_Total_users,Acq_Sessions,Acq_Engagement_rate,Acq_Bounce_rate,Device_desktop,Device_mobile,Device_tablet,OS_Windows,OS_iOS,OS_Android,OS_Macintosh,OS_Linux,Browser_Chrome,Browser_Safari,Browser_Edge,Browser_Firefox,PT_Impressions,PT_Pin clicks,PT_Engaged audience,PT_Outbound clicks,PT_Saves,PT_Engagement rate,PT_Pin click rate,PT_Outbound click rate,PT_Save rate,PT_Total audience,PT_Engagement,Fa_reach,Fa_views,Fa_likes,Fa_total_engagement,In_reach,In_views,In_likes,In_total_engagement,Total_Device_Usage,Dominant_Device,Mobile_Percentage,Total_Social_Reach,Total_Social_Views,Total_Social_Engagement,Website_Activity_Level,PT_Level,Social_to_Web_Ratio,Digital_Footprint_Score,Web_TotalUsers_7day_avg,Total_Social_Engagement_7day_avg,PT_Engagement_7day_avg,Instagram_Posting_Time,Instagram_Posting_Hour,Instagram_Post_Count,Facebook_Posting_Time,Facebook_Posting_Hour,Facebook_Post_Count,Total_Posts_Today,Instagram_Peak_Time_Match,Facebook_Peak_Time_Match,Date_DMY
27/05/2024,Monday,0,2024,5,May,36,36,72,12,34,2,0.333333333,0.666666667,17,1,18,18,0.333333333,0.666666667,14,4,0,0,4,0,13,1,15,3,0,0,40,1,1,0,0,0.025,0.025,0,0,26,1,0,0,0,0,0,0,0,0,18,desktop,22.22222222,0,72,1.691666667,High,Low,0.5,43.2,17,4.3254462,1.571428571,,,0,,,0,0,FALSE,FALSE,27/05/2024
28/05/2024,Tuesday,0,2024,5,May,28,32,68,16,24,8,0.5,0.5,6,2,7,8,0.5,0.5,3,5,0,3,4,1,0,1,3,4,0,1,27,3,3,0,2,0.185185185,0.111111111,0,0.074074074,19,5,0,0,0,0,0,0,0,0,8,mobile,62.5,0,68,6.185185185,Medium,Low,0.411764706,34.8,18,4.685015117,1.857142857,,,0,,,0,0,FALSE,FALSE,28/05/2024
29/05/2024,Wednesday,0,2024,5,May,8,8,12,6,8,0,0.75,0.25,4,0,4,4,0.75,0.25,2,2,0,2,2,0,0,0,3,1,0,0,24,1,1,0,0,0.041666667,0.041666667,0,0,23,1,0,0,0,0,0,0,0,0,4,desktop,50,0,12,2.541666667,Low,Low,0.666666667,9.2,16.57142857,4.344142101,1.571428571,,,0,,,0,0,FALSE,FALSE,29/05/2024
30/05/2024,Thursday,0,2024,5,May,8,8,14,6,8,0,0.75,0.25,4,0,4,4,0.75,0.25,1,3,0,0,2,1,0,1,3,1,0,0,43,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,4,mobile,75,0,14,1.5,Low,,0.571428571,9.4,16.85714286,4.344142101,1.571428571,,,0,,,0,0,FALSE,FALSE,30/05/2024
31/05/2024,Friday,0,2024,5,May,5,5,4,4,4,0,0.8,0.2,4,0,5,5,0.8,0.2,1,4,0,0,0,4,0,1,5,0,0,0,27,3,2,1,0,0.148148148,0.111111111,0.037037037,0,25,4,0,0,0,0,0,0,0,0,5,mobile,80,0,4,5.748148148,Low,Low,1.25,5.4,17.28571429,3.308163265,2.142857143,,,0,,,0,0,FALSE,FALSE,31/05/2024
01/06/2024,Saturday,1,2024,6,June,12,12,42,12,12,0,1,0,4,0,4,4,1,0,2,3,1,0,1,2,2,0,3,1,0,1,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,mobile,50,0,42,2,Medium,,0.285714286,16.2,17.28571429,3.105442177,1.714285714,,,0,,,0,0,FALSE,FALSE,01/06/2024
02/06/2024,Sunday,1,2024,6,June,12,12,22,10,10,2,0.833333333,0.166666667,5,1,6,6,0.833333333,0.166666667,2,4,0,1,3,1,1,0,3,3,0,0,57,2,1,2,0,0.070175439,0.035087719,0.035087719,0,30,4,0,0,0,0,0,0,0,0,6,mobile,66.66666667,0,22,5.736842105,Medium,Low,0.545454546,14.2,15.57142857,3.629072682,2.142857143,,,0,,,0,0,FALSE,FALSE,02/06/2024
03/06/2024,Monday,0,2024,6,June,10,10,28,8,10,0,0.8,0.2,5,0,5,5,0.8,0.2,1,4,0,0,2,2,0,1,3,2,0,0,29,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,5,mobile,80,0,28,1.6,Low,,0.357142857,12.8,11.85714286,3.615977444,2,,,0,,,0,0,FALSE,FALSE,03/06/2024
04/06/2024,Tuesday,0,2024,6,June,16,16,24,6,14,2,0.375,0.625,7,1,8,8,0.375,0.625,3,5,0,1,2,3,0,2,6,2,0,0,15,0,0,0,0,0,0,0,0,15,0,122,0,5,6,154,0,0,18,8,mobile,62.5,276,24,24.75,Medium,,0.666666667,18.4,10.14285714,6.268093846,1.285714286,18:00:00,18,1,18:00:00,18,1,2,TRUE,TRUE,04/06/2024
05/06/2024,Wednesday,0,2024,6,June,69,75,135,57,69,3,0.76,0.24,23,1,23,25,0.76,0.24,3,22,0,2,11,11,1,0,14,10,0,0,22,1,1,0,0,0.045454545,0.045454545,0,0,21,1,0,0,0,0,0,0,0,0,25,mobile,88,0,135,2.565454545,High,Low,0.511111111,82.5,18.85714286,6.271492114,1.285714286,,,0,,,0,0,FALSE,FALSE,05/06/2024
06/06/2024,Thursday,0,2024,6,June,14,14,14,8,14,0,0.571428571,0.428571429,7,0,7,7,0.571428571,0.428571429,1,6,0,1,3,3,0,0,4,3,0,0,34,1,1,0,0,0.029411765,0.029411765,0,0,28,1,0,0,0,0,0,0,0,0,7,mobile,85.71428571,0,14,2.172268908,Medium,Low,1,15.4,19.71428571,6.367530529,1.428571429,,,0,,,0,0,FALSE,FALSE,06/06/2024
07/06/2024,Friday,0,2024,6,June,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,26,1,1,0,0,0.038461538,0.038461538,0,0,23,1,0,0,0,0,0,0,0,0,1,desktop,0,0,1,1.038461538,Low,Low,1,1.1,19.14285714,5.694718157,1,,,0,,,0,0,FALSE,FALSE,07/06/2024
08/06/2024,Saturday,1,2024,6,June,36,40,48,28,36,4,0.7,0.3,9,1,9,10,0.7,0.3,6,4,0,4,2,2,2,0,5,3,1,1,17,1,1,0,0,0.058823529,0.058823529,0,0,16,1,0,0,0,0,0,0,0,0,10,desktop,40,0,48,2.458823529,High,Low,0.75,40.8,22.57142857,5.760264375,1.142857143,,,0,,,0,0,FALSE,FALSE,08/06/2024
09/06/2024,Sunday,1,2024,6,June,14,18,36,16,10,6,0.888888889,0.111111111,5,3,7,9,0.888888889,0.111111111,4,5,0,1,3,2,3,0,6,3,0,0,12,2,2,0,0,0.166666667,0.166666667,0,0,11,2,0,0,0,0,0,0,0,0,9,mobile,55.55555556,0,36,3.944444444,Medium,Low,0.388888889,17.6,22.85714286,5.504207566,0.857142857,,,0,,,0,0,FALSE,FALSE,09/06/2024
10/06/2024,Monday,0,2024,6,June,6,6,16,6,6,0,1,0,3,0,3,3,1,0,1,2,0,0,0,2,1,0,2,0,0,0,23,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,mobile,66.66666667,0,16,2,Low,,0.375,7.6,22.28571429,5.561350424,0.857142857,,,0,,,0,0,FALSE,FALSE,10/06/2024
11/06/2024,Tuesday,0,2024,6,June,24,24,32,16,24,0,0.666666667,0.333333333,6,0,6,6,0.666666667,0.333333333,4,2,0,1,0,2,2,0,3,1,0,1,33,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,6,desktop,33.33333333,0,32,1.333333333,Medium,,0.75,27.2,23.42857143,2.216112328,0.857142857,,,0,,,0,0,FALSE,FALSE,11/06/2024
12/06/2024,Wednesday,0,2024,6,June,27,27,42,21,27,0,0.777777778,0.222222222,9,0,9,9,0.777777778,0.222222222,4,5,0,2,5,0,1,1,5,3,0,1,29,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,9,mobile,55.55555556,0,42,1.555555556,Medium,,0.642857143,31.2,17.42857143,2.071841044,0.714285714,,,0,,,0,0,FALSE,FALSE,12/06/2024
13/06/2024,Thursday,0,2024,6,June,2,3,4,2,2,1,0.666666667,0.333333333,2,1,2,3,0.666666667,0.333333333,0,3,0,0,3,0,0,0,0,3,0,0,14,1,1,0,1,0.142857143,0.071428571,0,0.071428571,12,2,0,0,0,0,0,0,0,0,3,mobile,100,0,4,3.476190476,Low,Low,0.5,2.4,15.71428571,2.258115554,0.857142857,,,0,,,0,0,FALSE,FALSE,13/06/2024
14/06/2024,Friday,0,2024,6,June,4,4,8,2,2,0,0.5,0.5,1,0,2,2,0.5,0.5,0,2,0,0,1,1,0,0,1,1,0,0,22,3,3,0,0,0.136363636,0.136363636,0,0,20,3,396,0,82,113,124,0,0,31,2,mobile,100,520,8,148.1363636,Low,Low,0.5,4.8,16.14285714,23.27210157,1.142857143,18:37:00,18,1,18:37:00,18,1,2,TRUE,TRUE,14/06/2024
15/06/2024,Saturday,1,2024,6,June,356,20,10492,12,360,4,0.6,0.4,90,1,89,5,0.6,0.4,3,3,1,0,3,0,3,0,3,3,0,0,15,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,7,desktop,42.85714286,0,10492,1.2,Very High,,0.033930614,1405.2,61.85714286,23.09226964,1,,,0,,,0,0,FALSE,FALSE,15/06/2024
16/06/2024,Sunday,1,2024,6,June,3,3,4,2,3,0,0.666666667,0.333333333,3,0,3,3,0.666666667,0.333333333,2,1,0,2,0,1,0,0,3,0,0,0,28,1,1,0,0,0.035714286,0.035714286,0,0,26,1,0,0,0,0,0,0,0,0,3,desktop,33.33333333,0,4,2.369047619,Low,Low,0.75,3.4,60.28571429,22.86721295,0.857142857,,,0,,,0,0,FALSE,FALSE,16/06/2024
17/06/2024,Monday,0,2024,6,June,12,14,24,14,10,4,1,0,5,2,6,7,1,0,7,0,0,4,0,0,3,0,6,0,1,0,26,1,1,0,0,0.038461538,0.038461538,0,0,26,1,0,0,0,0,0,0,0,0,7,desktop,0,0,24,3.038461538,Medium,Low,0.5,14.4,61.14285714,23.01556459,1,,,0,,,0,0,FALSE,FALSE,17/06/2024
18/06/2024,Tuesday,0,2024,6,June,27,27,51,3,24,0,0.111111111,0.888888889,8,0,9,9,0.111111111,0.888888889,9,0,0,3,0,0,5,0,6,0,2,0,23,1,1,0,0,0.043478261,0.043478261,0,0,20,1,0,0,0,0,0,0,0,0,9,desktop,0,0,51,1.265700483,Medium,Low,0.529411765,32.1,61.57142857,23.00590276,1.142857143,,,0,,,0,0,FALSE,FALSE,18/06/2024
19/06/2024,Wednesday,0,2024,6,June,8,8,18,8,6,2,1,0,3,1,4,4,1,0,3,1,0,2,1,0,1,0,3,1,0,0,18,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,desktop,25,0,18,2,Low,,0.444444444,9.8,58.85714286,23.06939482,1.142857143,,,0,,,0,0,FALSE,FALSE,19/06/2024
20/06/2024,Thursday,0,2024,6,June,4,4,6,2,4,0,0.5,0.5,2,0,2,2,0.5,0.5,1,1,0,0,1,0,0,1,1,1,0,0,24,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,2,desktop,50,0,6,1,Low,,0.666666667,4.6,59.14285714,22.71565333,0.857142857,,,0,,,0,0,FALSE,FALSE,20/06/2024
21/06/2024,Friday,0,2024,6,June,12,12,39,12,6,6,1,0,2,2,4,4,1,0,1,3,0,1,1,2,0,0,2,0,1,0,24,1,1,0,0,0.041666667,0.041666667,0,0,16,1,129,0,5,7,94,0,0,10,4,mobile,75,223,39,20.04166667,Medium,Low,0.307692308,15.9,60.28571429,4.416410901,0.571428571,19:14:00,19,1,19:14:00,19,1,2,FALSE,FALSE,21/06/2024
22/06/2024,Saturday,1,2024,6,June,18,24,27,6,18,6,0.25,0.75,6,2,6,8,0.25,0.75,4,2,2,4,0,4,0,0,5,0,2,0,17,1,1,0,0,0.058823529,0.058823529,0,0,14,1,0,0,0,0,0,0,0,0,8,desktop,25,0,27,1.558823529,Medium,Low,0.666666667,20.7,12,4.467671405,0.714285714,,,0,,,0,0,FALSE,FALSE,22/06/2024
23/06/2024,Sunday,1,2024,6,June,8,8,22,8,8,0,1,0,4,0,4,4,1,0,1,2,1,0,3,0,1,0,1,3,0,0,28,1,1,0,0,0.035714286,0.035714286,0,0,26,1,0,0,0,0,0,0,0,0,4,mobile,50,0,22,3.035714286,Low,Low,0.363636364,10.2,12.71428571,4.5629095,0.714285714,,,0,,,0,0,FALSE,FALSE,23/06/2024
24/06/2024,Monday,0,2024,6,June,24,24,26,4,22,2,0.166666667,0.833333333,11,1,12,12,0.166666667,0.833333333,12,0,0,1,0,0,11,0,11,1,0,0,19,3,3,0,0,0.157894737,0.157894737,0,0,16,3,63,0,4,4,83,0,0,13,12,desktop,0,146,26,20.49122807,Medium,Low,0.923076923,26.6,14.42857143,7.056161862,1,18:09:00,18,1,18:09:00,18,1,2,TRUE,TRUE,24/06/2024
25/06/2024,Tuesday,0,2024,6,June,42,42,44,6,42,0,0.142857143,0.857142857,21,0,21,21,0.142857143,0.857142857,20,1,0,4,0,1,15,0,20,0,0,0,16,1,1,0,0,0.0625,0.0625,0,0,16,1,0,0,0,0,0,0,0,0,21,desktop,4.761904762,0,44,1.348214286,High,Low,0.954545455,46.4,16.57142857,7.067949548,1,,,0,,,0,0,FALSE,FALSE,25/06/2024
26/06/2024,Wednesday,0,2024,6,June,3,4,5,3,3,1,0.75,0.25,3,1,3,4,0.75,0.25,2,2,0,2,0,2,0,0,4,0,0,0,12,1,1,0,0,0.083333333,0.083333333,0,0,10,1,0,0,0,0,0,0,0,0,4,desktop,50,0,5,2.583333333,Low,Low,0.6,3.5,15.85714286,7.151282882,1.142857143,,,0,,,0,0,FALSE,FALSE,26/06/2024
27/06/2024,Thursday,0,2024,6,June,3,3,3,1,3,0,0.333333333,0.666666667,3,0,3,3,0.333333333,0.666666667,1,2,0,1,1,1,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,mobile,66.66666667,0,3,0.666666667,Low,,1,3.3,15.71428571,7.103663834,1.142857143,,,0,,,0,0,FALSE,FALSE,27/06/2024
28/06/2024,Friday,0,2024,6,June,24,24,54,15,24,0,0.625,0.375,8,0,8,8,0.625,0.375,6,2,0,3,1,1,3,0,6,1,0,1,13,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,desktop,25,0,54,1.25,Medium,,0.444444444,29.4,17.42857143,4.419140024,1,,,0,,,0,0,FALSE,FALSE,28/06/2024
29/06/2024,Saturday,1,2024,6,June,12,15,18,9,12,3,0.6,0.4,4,1,4,5,0.6,0.4,2,3,0,2,1,2,0,0,2,1,0,0,30,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,mobile,60,0,18,1.2,Medium,,0.666666667,13.8,16.57142857,4.36787952,0.857142857,,,0,,,0,0,FALSE,FALSE,29/06/2024
30/06/2024,Sunday,1,2024,6,June,4,6,4,0,2,4,0,1,1,2,2,3,0,1,0,3,0,0,2,1,0,0,1,2,0,0,14,1,1,0,0,0.071428571,0.071428571,0,0,13,1,0,0,0,0,0,0,0,0,3,mobile,100,0,4,1.071428571,Low,Low,1,4.4,16,4.087267275,0.857142857,,,0,,,0,0,FALSE,FALSE,30/06/2024
01/07/2024,Monday,0,2024,7,July,30,33,105,27,27,3,0.818181818,0.181818182,9,1,10,11,0.818181818,0.181818182,7,5,1,2,2,3,5,0,8,3,1,0,15,0,1,0,1,0.066666667,0,0,0.066666667,15,1,0,0,0,0,0,0,0,0,13,desktop,38.46153846,0,105,2.703030303,Medium,Low,0.285714286,40.5,16.85714286,1.546096166,0.571428571,,,0,,,0,0,FALSE,FALSE,01/07/2024
02/07/2024,Tuesday,0,2024,7,July,8,12,14,8,8,4,0.666666667,0.333333333,4,2,4,6,0.666666667,0.333333333,3,3,0,1,2,1,2,0,2,4,0,0,15,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,desktop,50,0,14,1.333333333,Low,,0.571428571,9.4,12,1.543970315,0.428571429,,,0,,,0,0,FALSE,FALSE,02/07/2024
03/07/2024,Wednesday,0,2024,7,July,6,6,10,5,6,0,0.833333333,0.166666667,6,0,6,6,0.833333333,0.166666667,4,2,0,2,0,2,1,0,6,0,0,0,39,1,1,0,0,0.025641026,0.025641026,0,0,30,1,0,0,0,0,0,0,0,0,6,desktop,33.33333333,0,10,2.692307692,Low,Low,0.6,7,12.42857143,1.559538081,0.428571429,,,0,,,0,0,FALSE,FALSE,03/07/2024
04/07/2024,Thursday,0,2024,7,July,1,1,2,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,29,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,1,mobile,100,0,2,2,Low,,0.5,1.2,12.14285714,1.750014271,0.428571429,,,0,,,0,0,FALSE,FALSE,04/07/2024
05/07/2024,Friday,0,2024,7,July,9,9,12,6,9,0,0.666666667,0.333333333,3,0,3,3,0.666666667,0.333333333,2,1,0,1,1,0,0,1,1,1,1,0,23,0,0,0,0,0,0,0,0,21,0,204,0,8,11,181,238,0,26,3,desktop,33.33333333,385,250,38.33333333,Low,,0.036,34,10,7.047633319,0.428571429,19:01:00,19,1,19:01:00,19,1,2,FALSE,FALSE,05/07/2024
06/07/2024,Saturday,1,2024,7,July,8,8,24,4,8,0,0.5,0.5,4,0,4,4,0.5,0.5,0,4,0,0,1,3,0,0,3,1,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,mobile,100,0,24,1,Low,,0.333333333,10.4,9.428571429,7.01906189,0.428571429,,,0,,,0,0,FALSE,FALSE,06/07/2024
07/07/2024,Sunday,1,2024,7,July,9,9,15,3,9,0,0.333333333,0.666666667,3,0,3,3,0.333333333,0.666666667,2,1,0,1,1,0,0,1,1,1,0,1,13,2,2,0,1,0.230769231,0.153846154,0,0.076923077,13,3,0,0,0,0,0,0,0,0,3,desktop,33.33333333,0,15,3.897435897,Low,Low,0.6,10.5,10.14285714,7.422777223,0.714285714,,,0,,,0,0,FALSE,FALSE,07/07/2024
08/07/2024,Monday,0,2024,7,July,18,21,36,15,18,3,0.714285714,0.285714286,6,1,6,7,0.714285714,0.285714286,2,3,2,1,0,5,1,0,5,1,0,1,23,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,7,mobile,42.85714286,0,36,1.428571429,Medium,,0.5,21.6,8.428571429,7.240711669,0.571428571,,,0,,,0,0,FALSE,FALSE,08/07/2024
09/07/2024,Tuesday,0,2024,7,July,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,12,2,2,0,1,0.25,0.166666667,0,0.083333333,12,3,0,0,0,0,0,0,0,0,1,desktop,0,0,1,5.25,Low,Low,1,1.1,7.428571429,7.800235479,1,,,0,,,0,0,FALSE,FALSE,09/07/2024
10/07/2024,Wednesday,0,2024,7,July,14,14,84,6,14,0,0.428571429,0.571428571,7,0,7,7,0.428571429,0.571428571,1,6,0,1,5,1,0,0,3,4,0,0,12,1,1,0,0,0.083333333,0.083333333,0,0,12,1,0,0,0,0,0,0,0,0,7,mobile,85.71428571,0,84,1.94047619,Medium,Low,0.166666667,22.4,8.571428571,7.692830979,1,,,0,,,0,0,FALSE,FALSE,10/07/2024
11/07/2024,Thursday,0,2024,7,July,2,2,10,2,2,0,1,0,2,0,2,2,1,0,2,0,0,1,0,0,1,0,2,0,0,0,17,2,2,0,1,0.176470588,0.117647059,0,0.058823529,15,3,0,0,0,0,0,0,0,0,2,desktop,0,0,10,5.176470588,Low,Low,0.2,3,8.714285714,8.146612491,1.428571429,,,0,,,0,0,FALSE,FALSE,11/07/2024
12/07/2024,Friday,0,2024,7,July,1,1,2,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,22,2,2,0,1,0.136363636,0.090909091,0,0.045454545,12,3,0,0,0,0,0,0,0,0,1,desktop,0,0,2,5.136363636,Low,Low,0.5,1.2,7.571428571,3.404188249,1.857142857,,,0,,,0,0,FALSE,FALSE,12/07/2024
13/07/2024,Saturday,1,2024,7,July,10,10,42,8,8,2,0.8,0.2,4,1,5,5,0.8,0.2,1,3,1,1,3,1,0,0,2,3,0,0,9,0,0,0,0,0,0,0,0,9,0,200,0,7,9,203,255,0,13,5,mobile,60,403,297,23.6,Low,,0.033670034,39.7,7.857142857,6.632759677,1.857142857,19:00:00,19,1,19:00:00,19,1,2,FALSE,FALSE,13/07/2024
14/07/2024,Sunday,1,2024,7,July,48,52,76,20,48,4,0.384615385,0.615384615,12,1,12,13,0.384615385,0.615384615,8,5,0,6,2,3,2,0,9,2,1,0,21,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,13,desktop,38.46153846,0,76,0.769230769,High,,0.631578947,55.6,13.42857143,6.18587323,1.428571429,,,0,,,0,0,FALSE,FALSE,14/07/2024
15/07/2024,Monday,0,2024,7,July,10,12,28,12,10,2,1,0,5,1,5,6,1,0,4,3,1,1,3,0,3,0,3,4,0,0,32,3,3,0,0,0.09375,0.09375,0,0,29,3,0,0,0,0,0,0,0,0,8,desktop,37.5,0,28,5.09375,Low,Low,0.357142857,12.8,12.28571429,6.709470169,1.857142857,,,0,,,0,0,FALSE,FALSE,15/07/2024
16/07/2024,Tuesday,0,2024,7,July,6,6,6,2,6,0,0.333333333,0.666666667,3,0,3,3,0.333333333,0.666666667,1,2,0,0,0,2,1,0,2,1,0,0,23,1,1,0,0,0.043478261,0.043478261,0,0,20,1,0,0,0,0,0,0,0,0,3,mobile,66.66666667,0,6,1.710144928,Low,Low,1,6.6,13,6.203776587,1.571428571,,,0,,,0,0,FALSE,FALSE,16/07/2024
17/07/2024,Wednesday,0,2024,7,July,8,8,24,8,6,2,1,0,3,1,4,4,1,0,1,3,0,1,1,2,0,0,3,1,0,0,15,1,1,0,0,0.066666667,0.066666667,0,0,15,1,0,0,0,0,0,0,0,0,4,mobile,75,0,24,3.066666667,Low,Low,0.333333333,10.4,12.14285714,6.364660941,1.571428571,,,0,,,0,0,FALSE,FALSE,17/07/2024
18/07/2024,Thursday,0,2024,7,July,16,16,26,10,14,0,0.625,0.375,7,0,8,8,0.625,0.375,4,4,0,2,4,0,1,1,4,4,0,0,17,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,8,desktop,50,0,26,1.25,Medium,,0.615384615,18.6,14.14285714,5.803736571,1.142857143,,,0,,,0,0,FALSE,FALSE,18/07/2024
19/07/2024,Friday,0,2024,7,July,18,18,18,15,18,0,0.833333333,0.166666667,6,0,6,6,0.833333333,0.166666667,3,3,0,2,2,1,1,0,2,3,0,1,33,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,6,desktop,50,0,18,1.666666667,Medium,,1,19.8,16.57142857,5.308065576,0.714285714,,,0,,,0,0,FALSE,FALSE,19/07/2024
20/07/2024,Saturday,1,2024,7,July,672,16,20904,8,704,4,0.5,0.5,176,1,168,4,0.5,0.5,2,2,0,0,2,0,2,0,2,2,0,0,11,1,1,0,0,0.090909091,0.090909091,0,0,10,1,0,0,0,0,0,0,0,0,4,desktop,50,0,20904,2.090909091,Very High,Low,0.032146958,2762.4,111.1428571,2.235338303,0.857142857,,,0,,,0,0,FALSE,FALSE,20/07/2024
21/07/2024,Sunday,1,2024,7,July,12,12,16,8,12,0,0.666666667,0.333333333,6,0,6,6,0.666666667,0.333333333,1,4,1,0,2,3,1,0,4,2,0,0,20,3,2,0,1,0.2,0.15,0,0.05,17,4,86,0,5,5,137,182,0,13,6,mobile,66.66666667,223,198,23.53333333,Medium,Low,0.060606061,31.8,106,5.487352955,1.428571429,19:00:00,19,1,19:00:00,19,1,2,FALSE,FALSE,21/07/2024
22/07/2024,Monday,0,2024,7,July,8,8,12,6,6,0,0.75,0.25,3,0,4,4,0.75,0.25,3,1,0,2,1,0,1,0,3,1,0,0,15,1,1,0,1,0.133333333,0.066666667,0,0.066666667,13,2,0,0,0,0,0,0,0,0,4,desktop,25,0,12,3.633333333,Low,Low,0.666666667,9.2,105.7142857,5.278722003,1.285714286,,,0,,,0,0,FALSE,FALSE,22/07/2024
23/07/2024,Tuesday,0,2024,7,July,12,15,21,6,9,3,0.4,0.6,3,1,4,5,0.4,0.6,2,3,0,2,3,0,0,0,2,1,2,0,17,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,mobile,60,0,21,0.8,Medium,,0.571428571,14.1,106.5714286,5.148701299,1.142857143,,,0,,,0,0,FALSE,FALSE,23/07/2024
24/07/2024,Wednesday,0,2024,7,July,42,45,54,9,42,3,0.2,0.8,14,1,14,15,0.2,0.8,10,5,0,1,2,3,8,1,13,0,0,1,19,1,1,0,0,0.052631579,0.052631579,0,0,17,1,0,0,0,0,0,0,0,0,15,desktop,33.33333333,0,54,1.452631579,High,Low,0.777777778,47.4,111.4285714,4.918124858,1.142857143,,,0,,,0,0,FALSE,FALSE,24/07/2024
25/07/2024,Thursday,0,2024,7,July,3,3,6,1,3,0,0.333333333,0.666666667,3,0,3,3,0.333333333,0.666666667,2,1,0,1,0,1,0,1,3,0,0,0,20,1,1,0,0,0.05,0.05,0,0,17,1,0,0,0,0,0,0,0,0,3,desktop,33.33333333,0,6,1.716666667,Low,Low,0.5,3.6,109.5714286,4.984791524,1.285714286,,,0,,,0,0,FALSE,FALSE,25/07/2024
26/07/2024,Friday,0,2024,7,July,22,22,36,8,20,2,0.363636364,0.636363636,10,1,11,11,0.363636364,0.636363636,9,2,0,8,0,2,1,0,10,0,0,0,27,1,1,0,1,0.074074074,0.037037037,0,0.037037037,15,2,0,0,0,0,0,0,0,0,11,desktop,18.18181818,0,36,2.801346801,Medium,Low,0.611111111,25.6,110.1428571,5.146888686,1.571428571,,,0,,,0,0,FALSE,FALSE,26/07/2024
27/07/2024,Saturday,1,2024,7,July,12,12,20,10,10,2,0.833333333,0.166666667,5,1,6,6,0.833333333,0.166666667,4,2,0,3,2,0,1,0,5,1,0,0,10,1,1,0,0,0.1,0.1,0,0,10,1,0,0,0,0,0,0,0,0,6,desktop,33.33333333,0,20,2.766666667,Medium,Low,0.6,14,15.85714286,5.243425483,1.571428571,,,0,,,0,0,FALSE,FALSE,27/07/2024
28/07/2024,Sunday,1,2024,7,July,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,desktop,0,0,0,0,,,0,0,14.14285714,1.881520721,1,,,0,,,0,0,FALSE,FALSE,28/07/2024
29/07/2024,Monday,0,2024,7,July,42,48,69,21,42,6,0.4375,0.5625,14,2,14,16,0.4375,0.5625,13,3,0,5,3,0,8,0,14,1,0,0,17,1,1,0,0,0.058823529,0.058823529,0,0,15,1,105,0,4,4,118,143,0,16,16,desktop,18.75,223,212,21.93382353,High,Low,0.198113208,63.2,19,4.495876463,0.857142857,19:00:00,19,1,19:00:00,19,1,2,FALSE,FALSE,29/07/2024
30/07/2024,Tuesday,0,2024,7,July,8,8,10,2,7,1,0.25,0.75,7,1,8,8,0.25,0.75,7,1,0,0,0,1,7,0,8,0,0,0,20,1,1,0,0,0.05,0.05,0,0,20,1,0,0,0,0,0,0,0,0,8,desktop,12.5,0,10,1.55,Low,Low,0.8,9,18.42857143,4.60301932,1,,,0,,,0,0,FALSE,FALSE,30/07/2024
